 USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
072880 99999 201110311500 310   1 *** 256 BKN 0 0 2 11.2 ** ** ** ** ** ** ** ** *   61   53 1016.8 *****  980.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201110311600 030   1 *** 256 BKN 0 0 2 11.2 ** ** ** ** ** ** ** ** *   57   53 1017.0 *****  980.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201110311700 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1017.2 *****  980.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201110311800 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1017.5 *****  980.6  61  47 ***** ***** *****  0.00 ** 
072880 99999 201110311900 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   51 1017.2 *****  980.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201110312000 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1017.3 *****  980.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201110312100 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1017.5 *****  980.4 *** *** ***** ***** *****  0.01 ** 
072880 99999 201110312200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1017.6 *****  980.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201110312300 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   46 1017.9 *****  980.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010000 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   47 1017.8 *****  980.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111010100 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   48 1017.5 *****  980.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   48 1016.9 *****  980.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010300 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   48 1016.6 *****  979.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111010400 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   46 1016.8 *****  979.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010500 030   2 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   46   45 1017.0 *****  979.7 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111010600 030   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   45 1017.0 *****  979.6  52  45 ***** *****  0.02  0.02 ** 
072880 99999 201111010700 040   2 *** 722 SCT 0 0 2 12.5 ** ** ** ** ** ** ** ** *   45   45 1017.3 *****  979.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010800 020   1 *** 722 SCT 0 8 2 15.6 ** ** ** ** ** ** ** ** *   48   47 1017.5 *****  980.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111010900 010   1 *** 722 SCT 0 8 2 15.6 ** ** ** ** ** ** ** ** *   55   47 1017.0 *****  980.3 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111011000 190   1 *** 722 SCT 0 3 0 15.6 ** ** ** ** ** ** ** ** *   61   49 1016.3 *****  980.1 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111011100 210   8 *** 722 SCT 0 3 2 15.6 ** ** ** ** ** ** ** ** *   65   49 1015.3 *****  979.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111011200 230   8 ***  98 BKN 2 3 2 15.6 ** ** ** ** ** ** ** ** *   65   50 1015.2 *****  979.3 *** *** *****  0.00 *****  0.00 ** 
072880 99999 201111011300 220   9 *** 722 SCT 2 3 2 15.6 ** ** ** ** ** ** ** ** *   66   51 1015.0 *****  979.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111011400 240   7 ***  98 BKN 8 3 * 15.6 ** ** ** ** ** ** ** ** *   64   51 1015.3 *****  979.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111011500 250   3 ***  32 BKN 5 * * 15.6 ** ** ** ** ** ** ** ** *   62   52 1015.8 *****  979.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111011600 ***   0 ***  30 BKN 5 * * 12.5 21 ** ** ** ** ** ** ** 6   58   55 1016.2 *****  979.8 *** ***  0.02 ***** ***** ***** ** 
072880 99999 201111011700 250   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   53 1017.2 *****  980.7 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111011800 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   53 1017.8 *****  981.1  67  44 ***** ***** *****  0.04 ** 
072880 99999 201111011900 200   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1018.6 *****  981.8 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111012000 220   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1018.7 *****  981.9 *** ***  0.08 ***** ***** ***** ** 
072880 99999 201111012100 220   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   51 1018.8 *****  981.9 *** *** ***** ***** *****  0.08 ** 
072880 99999 201111012200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1018.4 *****  981.5 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111012300 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   49 1018.3 *****  981.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020000 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   48 1018.7 *****  981.5 *** *** *****  0.08 *****  0.01 ** 
072880 99999 201111020100 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   46 1018.2 *****  980.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020200 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   46 1017.7 *****  980.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020300 030   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   46 1016.9 *****  979.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111020400 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   47 1016.5 *****  979.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020500 ***   0 ***  39 BKN 5 * *  7.5 ** ** ** ** ** ** ** ** *   48   48 1016.1 *****  979.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020600 020   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1015.4 *****  978.4  55  46 ***** *****  0.14  0.08 ** 
072880 99999 201111020700 020   2 ***  39 BKN 5 * * 12.5 ** ** ** ** ** ** ** ** *   50   50 1015.3 *****  978.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020800 ***   0 ***  39 BKN 5 3 * 12.5 ** ** ** ** ** ** ** ** *   53   53 1015.0 *****  978.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111020900 ***   0 ***  39 BKN 5 0 2 15.6 ** ** ** ** ** ** ** ** *   56   52 1014.3 *****  977.8 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111021000 220   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   50 1013.3 *****  977.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021100 210   3 *** 722 SCT 5 0 2 18.8 ** ** ** ** ** ** ** ** *   67   52 1012.3 *****  976.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021200 210   9 *** 722 SCT 1 0 2 18.8 ** ** ** ** ** ** ** ** *   68   53 1011.4 *****  975.8 *** *** *****  0.00 *****  0.00 ** 
072880 99999 201111021300 210   8 *** 722 SCT 1 3 2 18.8 ** ** ** ** ** ** ** ** *   69   52 1010.9 *****  975.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021400 220   8 *** 722 SCT 1 3 2 18.8 ** ** ** ** ** ** ** ** *   69   53 1010.4 *****  974.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021500 220   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   53 1010.1 *****  974.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111021600 210   1 *** 118 BKN 5 3 2 15.6 ** ** ** ** ** ** ** ** *   65   52 1009.8 *****  974.1 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021700 220   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   50 1009.7 *****  973.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111021800 160   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   51 1009.9 *****  974.0  70  49 ***** ***** *****  0.00 ** 
072880 99999 201111021900 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   50 1009.6 *****  973.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111022000 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   49 1009.2 *****  973.1 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111022100 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   49 1009.2 *****  973.0 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111022200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   49 1008.9 *****  972.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111022300 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   48 1008.8 *****  972.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030000 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   48 1008.1 *****  971.7 *** *** *****  0.00 *****  0.00 ** 
072880 99999 201111030100 030   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   47 1008.0 *****  971.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030200 020   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   47 1007.8 *****  971.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030300 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   47 1007.4 *****  970.9 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111030400 020   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   48 1007.2 *****  970.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030500 360   1 ***  98 OVC 5 7 *  7.5 60 ** ** ** ** ** ** ** 6   55   49 1006.9 *****  970.6 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111030600 020   2 ***  98 OVC 5 7 *  7.5 21 ** ** ** ** ** ** ** 6   56   49 1006.7 *****  970.4  62  52 ***** *****  0.01  0.00T** 
072880 99999 201111030700 360   2 ***  98 OVC 5 7 *  7.5 ** ** ** ** ** ** ** ** *   55   48 1006.6 *****  970.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030800 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   48 1006.8 *****  970.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111030900 030   2 ***  98 OVC 5 7 *  9.4 ** ** ** ** ** ** ** ** *   56   49 1007.1 *****  970.9 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111031000 030   1 ***  98 OVC 0 7 * 12.5 ** ** ** ** ** ** ** ** *   56   50 1006.7 *****  970.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031100 020   3 ***  98 OVC 0 7 * 12.5 ** ** ** ** ** ** ** ** *   58   51 1005.9 *****  969.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031200 030   2 ***  98 OVC 0 7 * 12.5 ** ** ** ** ** ** ** ** *   60   51 1004.9 *****  969.0 *** *** *****  0.00T*****  0.00 ** 
072880 99999 201111031300 090   1 *** 128 OVC 0 7 * 12.5 ** ** ** ** ** ** ** ** *   62   51 1003.9 *****  968.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031400 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   51 1003.7 *****  968.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031500 010   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   51 1003.1 *****  967.4 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111031600 ***   0 ***  98 OVC 0 7 * 12.5 ** ** ** ** ** ** ** ** *   60   48 1002.8 *****  967.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031700 030   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   47 1002.3 *****  966.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111031800 020   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   48 1002.2 *****  966.3  62  55 ***** ***** *****  0.00 ** 
072880 99999 201111031900 020   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   50 1002.0 *****  966.0 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111032000 010   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   49 1001.3 *****  965.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111032100 020   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   48 1001.1 *****  964.9 *** *** ***** ***** *****  0.01 ** 
072880 99999 201111032200 140   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   48 1001.1 *****  965.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111032300 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   48 1001.1 *****  965.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111040000 220   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   45 1002.2 *****  966.2 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111040100 220   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   47 1001.2 *****  965.6 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111040200 100   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   49 1001.4 *****  965.6 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111040300 180   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   51 1003.1 *****  967.0 *** *** ***** ***** *****  0.03 ** 
072880 99999 201111040400 240   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   53 1004.2 *****  968.0 *** ***  0.12 ***** ***** ***** ** 
072880 99999 201111040500 180   3 ***  79 OVC 5 7 *  6.2 61 ** ** ** ** ** ** ** 6   55   54 1004.8 *****  968.6 *** ***  0.16 ***** ***** ***** ** 
072880 99999 201111040600 ***   0 ***  32 OVC 5 * *  6.2 21 ** ** ** ** ** ** ** 6   55   53 1004.3 *****  968.1  65  54 ***** *****  0.34  0.35 ** 
072880 99999 201111040700 ***   0 ***  26 BKN 5 * *  5.0 61 ** ** ** ** ** ** ** 6   54   53 1004.5 *****  968.2 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111040800 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1004.7 *****  968.5 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111040900 350   1 ***  98 OVC 5 7 *  6.2 61 ** ** ** ** ** ** ** 6   55   54 1004.8 *****  968.6 *** *** ***** ***** *****  0.02 ** 
072880 99999 201111041000 030   1 *** 128 OVC 0 7 *  6.2 61 ** ** ** ** ** ** ** 6   56   55 1004.2 *****  968.1 *** ***  0.04 ***** ***** ***** ** 
072880 99999 201111041100 ***   0 *** 128 OVC 0 7 *  6.2 61 ** ** ** ** ** ** ** 6   56   55 1004.5 *****  968.4 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111041200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   55 1005.2 *****  969.1 *** *** *****  0.12 *****  0.08 ** 
072880 99999 201111041300 ***   0 ***  79 OVC 0 7 *  3.8 61 ** ** ** ** ** ** ** 6   56   56 1004.3 *****  968.2 *** ***  0.04 ***** ***** ***** ** 
072880 99999 201111041400 060   2 ***  49 OVC 5 7 *  3.8 61 ** ** ** ** ** ** ** 6   56   55 1002.8 *****  966.8 *** ***  0.02 ***** ***** ***** ** 
072880 99999 201111041500 040   3 ***  49 OVC 5 7 *  3.8 61 ** ** ** ** ** ** ** 6   56   55 1003.1 *****  967.0 *** *** ***** ***** *****  0.08 ** 
072880 99999 201111041600 020   1 ***  49 OVC 5 7 *  3.8 61 ** ** ** ** ** ** ** 6   55   54 1004.0 *****  967.9 *** ***  0.04 ***** ***** ***** ** 
072880 99999 201111041700 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   54 1003.7 *****  967.5 *** ***  0.03 ***** ***** ***** ** 
072880 99999 201111041800 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   53 1003.3 *****  967.1  57  54 ***** ***** *****  0.08 ** 
072880 99999 201111041900 060   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   53 1002.9 *****  966.7 *** ***  0.00T***** ***** ***** ** 
072880 99999 201111042000 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1002.6 *****  966.4 *** ***  0.00T***** ***** ***** ** 
072880 99999 201111042100 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   51 1002.4 *****  966.2 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111042200 040   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   49 1001.4 *****  965.3 *** ***  0.00T***** ***** ***** ** 
072880 99999 201111042300 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   49 1001.1 *****  964.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050000 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   49 1000.9 *****  964.8 *** *** *****  0.00 *****  0.00 ** 
072880 99999 201111050100 030   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   49 1002.0 *****  965.8 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050200 350   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   49 1003.2 *****  966.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050300 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   50 1003.0 *****  966.7 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111050400 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   49 1002.6 *****  966.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050500 070   2 ***  32 BKN 5 0 0  6.2 ** ** ** ** ** ** ** ** *   53   49 1002.5 *****  966.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050600 330   1 ***  32 BKN 5 0 0  6.2 ** ** ** ** ** ** ** ** *   53   49 1002.9 *****  966.6  55  53 ***** *****  0.30  0.00 ** 
072880 99999 201111050700 ***   0 ***  98 BKN 5 7 0  9.4 ** ** ** ** ** ** ** ** *   52   48 1003.7 *****  967.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050800 070   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   49 1005.1 *****  968.7 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111050900 ***   0 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   55   50 1004.8 *****  968.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111051000 020   2 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   56   50 1005.4 *****  969.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051100 130   1 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   58   50 1005.5 *****  969.4 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051200 020   2 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   60   51 1004.7 *****  968.8 *** *** *****  0.00 *****  0.00 ** 
072880 99999 201111051300 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   51 1003.8 *****  968.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051400 ***   0 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   59   50 1004.7 *****  968.8 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051500 010   5 ***  98 BKN 5 7 0 12.5 ** ** ** ** ** ** ** ** *   58   52 1004.6 *****  968.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111051600 010   1 *** 256 BKN 5 7 2 12.5 ** ** ** ** ** ** ** ** *   56   51 1005.2 *****  969.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051700 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   50 1006.4 *****  970.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111051800 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   49 1006.2 *****  969.7  61  51 ***** ***** *****  0.00 ** 
072880 99999 201111051900 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   49 1006.8 *****  970.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111052000 020   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   47 1006.4 *****  969.8 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111052100 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   47 1006.6 *****  970.0 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111052200 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   46 1007.0 *****  970.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111052300 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 1007.1 *****  970.3 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060000 040   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   47 1006.7 *****  970.0 *** *** ***** ***** *****  0.01 ** 
072880 99999 201111060100 040   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   47 1006.8 *****  970.1 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060200 050   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 1006.7 *****  969.9 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060300 020   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 1006.4 *****  969.6 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111060400 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 1006.3 *****  969.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060500 030   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   46 1006.7 *****  970.0 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060600 040   3 *** 722 CLR 0 0 0  6.2 ** ** ** ** ** ** ** ** *   47   45 1007.3 *****  970.4  52  47 ***** *****  0.01  0.00 ** 
072880 99999 201111060700 030   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   45 1008.1 *****  971.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060800 040   5 *** 722 SCT 0 3 0  6.2 ** ** ** ** ** ** ** ** *   51   46 1008.4 *****  971.7 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111060900 040   3 *** 722 SCT 5 3 0  6.2 ** ** ** ** ** ** ** ** *   53   47 1008.6 *****  972.1 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111061000 030   5 *** 722 SCT 5 3 0  6.2 ** ** ** ** ** ** ** ** *   56   49 1008.8 *****  972.5 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111061100 360   8 *** 722 SCT 6 3 0  6.2 ** ** ** ** ** ** ** ** *   56   48 1009.1 *****  972.8 *** ***  0.01 ***** ***** ***** ** 
072880 99999 201111061200 350   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   48 1009.5 *****  973.0 *** *** ***** ***** *****  0.01 ** 
072880 99999 201111061300 360   9 *** 722 SCT 6 3 0  6.2 ** ** ** ** ** ** ** ** *   54   48 1009.7 *****  973.2 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111061400 360   8 *** 722 SCT 0 3 0  6.2 ** ** ** ** ** ** ** ** *   53   48 1010.3 *****  973.8 *** ***  0.00 ***** ***** ***** ** 
072880 99999 201111061500 030   1 *** 722 SCT 0 0 1  6.2 ** ** ** ** ** ** ** ** *   56   48 1010.6 *****  974.2 *** *** ***** ***** *****  0.00 ** 
072880 99999 201111061600 ***   0 *** 722 SCT 0 0 1  6.2 ** ** ** ** ** ** ** ** *   53   48 1011.3 *****  974.7 *** ***  0.00 ***** ***** ***** ** 
